Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Days_Since_Enrolled,Years_Since_Enrolled,Age,AgeGroup,Children,MntTotal,AcceptedCmpTotal,NumTotalPurchases,HasChildren,MntRegularProds,HasAcceptedCmp
1989,Master,Single,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,38,0,25,18-30,0,30,0,6,0,26,0
1961,Graduation,Partner,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,512,1,53,46-60,1,315,0,12,1,295,0
1953,Master,Partner,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,374,1,61,61+,1,660,0,18,1,612,0
1989,Graduation,Partner,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,514,1,25,18-30,1,74,0,6,1,71,0
1978,2n Cycle,Single,21282.0,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,49,0,36,31-45,1,46,0,5,1,26,0
1962,PhD,Single,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,316,0,52,46-60,1,86,0,6,1,68,0
1945,Graduation,Single,63285.0,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,236,0,69,61+,0,1103,0,24,0,969,0
1974,Master,Partner,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,159,0,40,31-45,1,61,0,7,1,58,0
1981,Graduation,Partner,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,222,0,33,31-45,1,145,1,7,1,118,1
1956,Graduation,Partner,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,653,1,58,46-60,2,684,0,19,1,652,0
1954,PhD,Partner,57744.0,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,229,0,60,46-60,1,411,0,14,1,392,0
1986,Graduation,Single,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,624,1,28,18-30,1,27,1,3,1,18,1
1943,PhD,Single,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,358,0,71,61+,0,1060,0,25,0,1030,0
1964,Graduation,Partner,68142.0,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,669,1,50,46-60,1,1459,0,21,1,1422,0
1979,Graduation,Partner,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,669,1,35,31-45,1,18,0,3,1,13,0
1974,Graduation,Partner,83145.0,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,645,1,40,31-45,0,1833,1,25,0,1719,1
1960,Master,Partner,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,87,0,54,46-60,1,237,0,10,1,224,0
1963,PhD,Single,23091.0,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,32,0,51,46-60,2,48,0,6,1,46,0
1976,Graduation,Partner,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,343,0,38,31-45,2,515,0,16,1,496,0
1974,Graduation,Partner,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,571,1,40,31-45,0,1020,0,14,0,1011,0
1961,Graduation,Partner,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,31,0,53,46-60,0,1370,0,10,0,1357,0
1951,Graduation,Partner,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,475,1,63,61+,1,1026,0,23,1,920,0
1965,Graduation,Partner,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,98,0,49,46-60,1,301,0,11,1,260,0
1956,Graduation,Partner,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,653,1,58,46-60,2,684,0,19,1,652,0
1965,Graduation,Partner,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,617,1,49,46-60,1,499,1,16,1,490,1
1994,Graduation,Partner,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,676,1,20,18-30,0,1004,0,20,0,950,0
1974,PhD,Partner,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,259,0,40,31-45,1,218,0,10,1,216,0
1972,Graduation,Partner,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,402,1,42,31-45,1,606,0,18,1,595,0
1968,2n Cycle,Partner,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,359,0,46,46-60,1,75,0,5,1,67,0
1968,Graduation,Partner,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,676,1,46,46-60,3,106,0,6,1,93,0
1948,Graduation,Partner,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,396,1,66,61+,0,990,0,16,0,893,0
1969,Graduation,Single,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,158,0,45,31-45,0,1097,0,15,0,1047,0
1996,Basic,Partner,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,132,0,18,18-30,0,16,1,3,0,8,1
1974,2n Cycle,Partner,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,104,0,40,31-45,0,34,0,4,0,22,0
1990,PhD,Partner,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,672,1,24,18-30,0,1711,0,15,0,1678,0
1957,Master,Partner,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,168,0,57,46-60,2,438,1,14,1,391,1
1979,Basic,Partner,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,537,1,35,31-45,1,75,0,5,1,61,0
1960,Master,Partner,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,228,0,54,46-60,1,225,0,10,1,221,0
1952,Master,Partner,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,603,1,62,61+,2,18,0,3,1,16,0
1981,Graduation,Partner,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,408,1,33,31-45,1,470,0,15,1,445,0
1981,Graduation,Single,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,442,1,33,31-45,2,91,0,6,1,72,0
1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,136,0,23,18-30,0,2525,1,17,0,2429,1
1950,Graduation,Partner,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,532,1,64,61+,1,504,0,16,1,485,0
1957,Graduation,Partner,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,540,1,57,46-60,1,235,0,10,1,224,0
1961,PhD,Single,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,526,1,53,46-60,1,1232,1,18,1,1208,1
1958,Basic,Single,15056.0,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,422,1,56,46-60,2,88,0,7,1,48,0
1971,Graduation,Single,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,0,43,31-45,1,17,0,3,1,16,0
1985,Graduation,Single,22327.0,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,331,0,29,18-30,1,24,0,4,1,19,0
1965,Graduation,Partner,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,311,0,49,46-60,2,60,0,5,1,50,0
1952,PhD,Single,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,308,0,62,61+,1,1020,1,25,1,1000,1
1962,PhD,Partner,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,570,1,52,46-60,1,155,0,8,1,151,0
1974,2n Cycle,Partner,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,122,0,40,31-45,2,51,0,4,1,38,0
1970,Master,Single,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,554,1,44,31-45,0,1812,0,15,0,1713,0
1969,Master,Single,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,589,1,45,31-45,1,1461,2,21,1,1419,1
1960,Graduation,Single,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,70,0,54,46-60,1,96,0,5,1,67,0
1952,Graduation,Single,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,132,0,62,61+,1,160,0,8,1,150,0
1969,Master,Partner,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,433,1,45,31-45,2,139,0,7,1,116,0
1968,Master,Single,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,434,1,46,46-60,1,908,0,21,1,777,0
1965,2n Cycle,Partner,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,301,0,49,46-60,1,183,0,7,1,122,0
1969,Master,Partner,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,455,1,45,31-45,1,1161,1,17,1,1150,1
1972,PhD,Partner,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,85,0,42,31-45,0,988,0,13,0,908,0
1961,2n Cycle,Single,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,658,1,53,46-60,1,1072,0,24,1,1006,0
1977,Graduation,Partner,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,291,0,37,31-45,2,174,0,8,1,152,0
1959,Graduation,Partner,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,520,1,55,46-60,1,758,0,19,1,674,0
1958,Master,Partner,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,180,0,56,46-60,1,195,0,9,1,181,0
1979,Graduation,Single,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,627,1,35,31-45,1,31,1,4,1,18,1
1957,Master,Partner,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,316,0,57,46-60,0,1084,0,16,0,1084,0
1956,Master,Partner,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,494,1,58,46-60,1,685,1,19,1,656,1
1965,PhD,Partner,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,219,0,49,46-60,0,1672,1,25,0,1672,1
1990,Graduation,Partner,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,243,0,24,18-30,0,43,0,5,0,36,0
1957,PhD,Partner,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,133,0,57,46-60,2,49,1,4,1,39,1
1965,Graduation,Partner,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,403,1,49,46-60,1,133,0,7,1,120,0
1957,Graduation,Partner,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,260,0,57,46-60,1,363,1,13,1,343,1
1955,Graduation,Partner,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,440,1,59,46-60,1,545,0,16,1,511,0
1972,Graduation,Partner,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,245,0,42,31-45,1,1065,1,29,1,989,1
1969,Graduation,Partner,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,474,1,45,31-45,0,2047,1,20,0,1988,1
1972,Graduation,Partner,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,606,1,42,31-45,2,296,0,10,1,221,0
1975,Graduation,Single,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,366,1,39,31-45,2,140,0,7,1,120,0
1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,347,0,49,46-60,1,530,0,16,1,496,0
1963,PhD,Partner,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,690,1,51,46-60,2,152,0,8,1,148,0
1991,PhD,Partner,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,266,0,23,18-30,0,1598,0,23,0,1553,0
1963,Graduation,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,526,1,51,46-60,1,114,0,6,1,88,0
1986,Basic,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,676,1,28,18-30,1,101,0,7,1,59,0
1973,Graduation,Partner,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,280,0,41,31-45,1,25,0,3,1,16,0
1957,2n Cycle,Single,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,519,1,57,46-60,0,789,1,21,0,748,1
1981,Graduation,Partner,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,334,0,33,31-45,2,87,1,5,1,62,1
1958,PhD,Single,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,280,0,56,46-60,2,90,0,7,1,84,0
1959,PhD,Partner,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,427,1,55,46-60,1,1215,0,18,1,1203,0
1955,PhD,Single,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,260,0,59,46-60,0,811,1,21,0,766,1
1986,Graduation,Partner,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,615,1,28,18-30,1,61,1,5,1,34,1
1975,Master,Partner,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,318,0,39,31-45,1,405,0,13,1,349,0
1955,Master,Partner,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,91,0,59,46-60,2,72,0,6,1,70,0
1971,Graduation,Single,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,499,1,43,31-45,2,189,0,9,1,182,0
1986,PhD,Partner,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,365,1,28,18-30,1,40,0,4,1,37,0
1978,Graduation,Single,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,140,0,36,31-45,1,63,0,7,1,51,0
1983,Graduation,Partner,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,465,1,31,31-45,1,52,0,5,1,46,0
1976,PhD,Partner,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,58,0,38,31-45,1,39,0,4,1,28,0
1971,Graduation,Partner,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,34,0,43,31-45,1,805,0,21,1,790,0
1956,Master,Partner,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,73,0,58,46-60,1,130,0,7,1,119,0
1972,Graduation,Partner,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,268,0,42,31-45,0,1631,3,23,0,1555,1
1989,Graduation,Partner,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,360,0,25,18-30,1,34,0,4,1,30,0
1952,Graduation,Single,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,212,0,62,61+,2,152,0,8,1,145,0
1984,Basic,Single,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,162,0,30,18-30,1,21,0,4,1,18,0
1967,PhD,Partner,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,269,0,47,46-60,3,71,0,5,1,62,0
1962,Graduation,Single,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,36,0,52,46-60,1,899,1,22,1,833,1
1947,Master,Partner,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,70,0,67,61+,0,711,0,9,0,666,0
1978,PhD,Partner,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,694,1,36,31-45,1,351,0,12,1,306,0
1971,Graduation,Single,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,42,0,43,31-45,0,8,0,0,0,7,0
1992,Basic,Single,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,573,1,22,18-30,1,119,0,7,1,79,0
1968,Graduation,Partner,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,450,1,46,46-60,2,21,0,3,1,17,0
1973,PhD,Partner,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,97,0,41,31-45,1,10,0,3,1,9,0
1975,Graduation,Partner,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,36,0,39,31-45,1,973,1,24,1,954,1
1965,PhD,Partner,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,306,0,49,46-60,0,1536,2,12,0,1492,1
1952,Graduation,Partner,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,348,0,62,61+,2,992,1,24,1,962,1
1967,PhD,Partner,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,492,1,47,46-60,1,1529,1,32,1,1502,1
1972,Graduation,Partner,74716.0,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,290,0,42,31-45,1,860,0,15,1,789,0
1963,Graduation,Single,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,254,0,51,46-60,1,928,0,21,1,774,0
1970,PhD,Partner,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,699,1,44,31-45,2,418,0,14,1,395,0
1955,2n Cycle,Partner,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,695,1,59,46-60,1,587,0,14,1,395,0
1975,Graduation,Partner,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,48,0,39,31-45,1,641,0,17,1,577,0
1976,Graduation,Partner,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,102,0,38,31-45,2,23,1,3,1,17,1
1969,Graduation,Partner,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,317,0,45,31-45,0,2279,2,22,0,2153,1
1973,PhD,Single,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,0,41,31-45,2,49,1,4,1,29,1
1983,PhD,Single,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,403,1,31,31-45,0,1779,1,16,0,1728,1
1982,Master,Partner,73450.0,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,206,0,32,31-45,0,1804,2,26,0,1767,1
1960,Graduation,Partner,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,358,0,54,46-60,2,48,0,5,1,39,0
1952,Graduation,Single,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,115,0,62,61+,2,83,0,5,1,60,0
1975,Graduation,Single,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,264,0,39,31-45,0,1862,3,17,0,1835,1
1963,PhD,Partner,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,643,1,51,46-60,2,793,0,19,1,661,0
1970,Graduation,Partner,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,506,1,44,31-45,1,84,0,6,1,52,0
1948,PhD,Partner,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,313,0,66,61+,1,183,0,9,1,182,0
1958,2n Cycle,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,8,0,56,46-60,0,1383,0,18,0,1329,0
1944,Graduation,Partner,55956.0,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,83,0,70,61+,0,999,1,14,0,961,1
1963,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,523,1,51,46-60,1,825,0,21,1,810,0
1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,672,1,42,31-45,1,246,1,10,1,216,1
1966,Master,Partner,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,467,1,48,46-60,2,610,0,17,1,540,0
1968,Master,Single,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,585,1,46,46-60,1,76,0,6,1,68,0
1971,Graduation,Partner,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,488,1,43,31-45,1,1286,1,18,1,1226,1
1975,Master,Partner,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,195,0,39,31-45,1,30,1,3,1,20,1
1964,Graduation,Partner,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,544,1,50,46-60,3,99,0,6,1,89,0
1978,Graduation,Single,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,646,1,36,31-45,0,1192,1,22,0,982,1
1975,Graduation,Partner,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,212,0,39,31-45,1,362,0,13,1,335,0
1983,Graduation,Partner,78687.0,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,689,1,31,31-45,0,2130,1,18,0,1889,1
1971,2n Cycle,Single,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,680,1,43,31-45,0,1229,2,26,0,1110,1
1957,PhD,Partner,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,647,1,57,46-60,2,38,0,4,1,37,0
1951,Master,Partner,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,343,0,63,61+,0,485,0,15,0,438,0
1951,Basic,Partner,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,601,1,63,61+,0,434,0,11,0,290,0
1970,Graduation,Single,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,472,1,44,31-45,1,44,0,4,1,39,0
1972,PhD,Partner,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,583,1,42,31-45,1,496,1,16,1,492,1
1969,2n Cycle,Partner,46831.0,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,386,1,45,31-45,2,78,0,5,1,44,0
1972,Master,Partner,83151.0,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,504,1,42,31-45,0,2346,3,22,0,2136,1
1971,Graduation,Partner,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,546,1,43,31-45,0,794,0,19,0,669,0
1956,Graduation,Partner,15759.0,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,297,0,58,46-60,0,17,0,3,0,14,0
